paragraph_number,element_type,element_code,footnote_number,footnote_content,paragraph_text_preview
4215,,,,,"On the contrary, having regard to this principle in assessing the requirement of 'violation of fundamental rules of international law' in the present case, the Chamber considers that it was not 'absolutely necessary' for Mr Yekatom or his elements to capture the seven persons on the basis of their suspicions, regardless of whether these were legitimate or not. Further, as noted above, there is no indication that Mr Yekatom, as the detaining power, provided any procedural safeguards to any of the captives. Rather, the torture and murder of Saint Cyr and the mistreatment endured by others, as discussed in detail above, shows that none of them were treated to the standard required under the fundamental rules of international law."
4216,,,9898,"[Yekatom Defence Closing Brief](https://www.legal-tools.org/doc/hoq9zogj/), ICC-01/14-01/18-2737-Corr-Red, para. 643.","The Chamber has further considered the Yekatom Defence's assertion that the victims were detained for one evening before 'Mr Yekatom's intervention for their transfer to Yagouzou's custody in order to be released to the Sangaris'. The Chamber recalls that, on the basis of the evidence pointed out by the Yekatom Defence, the Chamber could not conclude that Mr Yekatom indeed called the French forces in an effort to secure the release of the 'Lapo family'. It found that Mr Yekatom's group coordinated with Wenezoui and Sylvestre Yagouzou and the Anti-Balaka based behind the M'Poko airport in the transfer and captivity of the, at the time, five captives. The Chamber also found that, given their direct interactions with Mr Yekatom, the female captives had no indication about, or reason to believe, the genuineness of Mr Yekatom's composure or purported efforts to have them released. The Chamber found that Mr Yekatom met the five captives at the location at the M'Poko airport and introduced himself, aware that Sylvestre Yagouzou kept the five captives in this location surrounded by Anti-Balaka elements. In the Chamber's view, Mr Yekatom continued to be aware and engaged in the depriving the five captives of their physical liberty. Having regard to this, the Chamber cannot conclude that Mr Yekatom indeed intervened in relation to the release of the five captives."
4216,,,9899,*See* paragraphs []{.mark}3222-[]{.mark}3229 above.,"The Chamber has further considered the Yekatom Defence's assertion that the victims were detained for one evening before 'Mr Yekatom's intervention for their transfer to Yagouzou's custody in order to be released to the Sangaris'. The Chamber recalls that, on the basis of the evidence pointed out by the Yekatom Defence, the Chamber could not conclude that Mr Yekatom indeed called the French forces in an effort to secure the release of the 'Lapo family'. It found that Mr Yekatom's group coordinated with Wenezoui and Sylvestre Yagouzou and the Anti-Balaka based behind the M'Poko airport in the transfer and captivity of the, at the time, five captives. The Chamber also found that, given their direct interactions with Mr Yekatom, the female captives had no indication about, or reason to believe, the genuineness of Mr Yekatom's composure or purported efforts to have them released. The Chamber found that Mr Yekatom met the five captives at the location at the M'Poko airport and introduced himself, aware that Sylvestre Yagouzou kept the five captives in this location surrounded by Anti-Balaka elements. In the Chamber's view, Mr Yekatom continued to be aware and engaged in the depriving the five captives of their physical liberty. Having regard to this, the Chamber cannot conclude that Mr Yekatom indeed intervened in relation to the release of the five captives."
4216,,,9900,*See* paragraph 112 above.,"The Chamber has further considered the Yekatom Defence's assertion that the victims were detained for one evening before 'Mr Yekatom's intervention for their transfer to Yagouzou's custody in order to be released to the Sangaris'. The Chamber recalls that, on the basis of the evidence pointed out by the Yekatom Defence, the Chamber could not conclude that Mr Yekatom indeed called the French forces in an effort to secure the release of the 'Lapo family'. It found that Mr Yekatom's group coordinated with Wenezoui and Sylvestre Yagouzou and the Anti-Balaka based behind the M'Poko airport in the transfer and captivity of the, at the time, five captives. The Chamber also found that, given their direct interactions with Mr Yekatom, the female captives had no indication about, or reason to believe, the genuineness of Mr Yekatom's composure or purported efforts to have them released. The Chamber found that Mr Yekatom met the five captives at the location at the M'Poko airport and introduced himself, aware that Sylvestre Yagouzou kept the five captives in this location surrounded by Anti-Balaka elements. In the Chamber's view, Mr Yekatom continued to be aware and engaged in the depriving the five captives of their physical liberty. Having regard to this, the Chamber cannot conclude that Mr Yekatom indeed intervened in relation to the release of the five captives."
4216,,,9901,*See* paragraph 104 above.,"The Chamber has further considered the Yekatom Defence's assertion that the victims were detained for one evening before 'Mr Yekatom's intervention for their transfer to Yagouzou's custody in order to be released to the Sangaris'. The Chamber recalls that, on the basis of the evidence pointed out by the Yekatom Defence, the Chamber could not conclude that Mr Yekatom indeed called the French forces in an effort to secure the release of the 'Lapo family'. It found that Mr Yekatom's group coordinated with Wenezoui and Sylvestre Yagouzou and the Anti-Balaka based behind the M'Poko airport in the transfer and captivity of the, at the time, five captives. The Chamber also found that, given their direct interactions with Mr Yekatom, the female captives had no indication about, or reason to believe, the genuineness of Mr Yekatom's composure or purported efforts to have them released. The Chamber found that Mr Yekatom met the five captives at the location at the M'Poko airport and introduced himself, aware that Sylvestre Yagouzou kept the five captives in this location surrounded by Anti-Balaka elements. In the Chamber's view, Mr Yekatom continued to be aware and engaged in the depriving the five captives of their physical liberty. Having regard to this, the Chamber cannot conclude that Mr Yekatom indeed intervened in relation to the release of the five captives."
4217,witness_P,P-1716,9902,*See* paragraph 108 above.,"Further, in the view of the Chamber, even accepting that Mr Yekatom did intervene, this would not have reduced the severity of the deprivation of physical liberty. This is especially true given that Mr Yekatom's elements continued to threaten some of the five captives with death by using again the phrase 'peeling the papaya' and continued to keep the five captives at gunpoint in a second location in Yamwara. This was also the case of P-1716, who was not released on the night of his capture, when Mr Yekatom would have met the female captives, but kept overnight under Cœur de Lion's watch and threatened with death, and only released the next day after his father paid a ransom to Cœur de Lion and Mr Yekatom. ######"
4217,witness_P,P-1716,9903,*See* paragraph 107 above.,"Further, in the view of the Chamber, even accepting that Mr Yekatom did intervene, this would not have reduced the severity of the deprivation of physical liberty. This is especially true given that Mr Yekatom's elements continued to threaten some of the five captives with death by using again the phrase 'peeling the papaya' and continued to keep the five captives at gunpoint in a second location in Yamwara. This was also the case of P-1716, who was not released on the night of his capture, when Mr Yekatom would have met the female captives, but kept overnight under Cœur de Lion's watch and threatened with death, and only released the next day after his father paid a ransom to Cœur de Lion and Mr Yekatom. ######"
4218,,,,,"Murder as a crime against humanity and as a war crime (Counts 15 and 16) Under Counts 15 and 16, Mr Yekatom and Mr Ngaïssona are charged with murder as a crime against humanity pursuant to Article 7(1)(a) of the Statute, and murder as a war crime pursuant to Article 8(2)(c)(i) of the Statute, of Saint Cyr, in the context of the abduction of seven persons in or around Cattin, and their subsequent transfer to Yamwara. Recalling of factual findings"
4219,witness_P,P-1704,9904,*See* paragraph 101 above.,"The Chamber found that after Saint Cyr's beating and maiming, Mr Yekatom's elements took him away. Saint Cyr then died. His relatives have not seen him since and his dead body has not been recovered. When Mr Yekatom's elements brought the three women outside of Cœur de Lion's house and regrouped them with P-1704 and P-1705, Saint Cyr was not amongst them. Killing of one or more persons"
4219,witness_P,P-1704,9905,*See* paragraph 101 above.,"The Chamber found that after Saint Cyr's beating and maiming, Mr Yekatom's elements took him away. Saint Cyr then died. His relatives have not seen him since and his dead body has not been recovered. When Mr Yekatom's elements brought the three women outside of Cœur de Lion's house and regrouped them with P-1704 and P-1705, Saint Cyr was not amongst them. Killing of one or more persons"
4219,witness_P,P-1704,9906,*See* paragraph 101 above.,"The Chamber found that after Saint Cyr's beating and maiming, Mr Yekatom's elements took him away. Saint Cyr then died. His relatives have not seen him since and his dead body has not been recovered. When Mr Yekatom's elements brought the three women outside of Cœur de Lion's house and regrouped them with P-1704 and P-1705, Saint Cyr was not amongst them. Killing of one or more persons"
4219,witness_P,P-1704,9907,*See* paragraph 108 above.,"The Chamber found that after Saint Cyr's beating and maiming, Mr Yekatom's elements took him away. Saint Cyr then died. His relatives have not seen him since and his dead body has not been recovered. When Mr Yekatom's elements brought the three women outside of Cœur de Lion's house and regrouped them with P-1704 and P-1705, Saint Cyr was not amongst them. Killing of one or more persons"
4219,witness_P,P-1705,9904,*See* paragraph 101 above.,"The Chamber found that after Saint Cyr's beating and maiming, Mr Yekatom's elements took him away. Saint Cyr then died. His relatives have not seen him since and his dead body has not been recovered. When Mr Yekatom's elements brought the three women outside of Cœur de Lion's house and regrouped them with P-1704 and P-1705, Saint Cyr was not amongst them. Killing of one or more persons"
4219,witness_P,P-1705,9905,*See* paragraph 101 above.,"The Chamber found that after Saint Cyr's beating and maiming, Mr Yekatom's elements took him away. Saint Cyr then died. His relatives have not seen him since and his dead body has not been recovered. When Mr Yekatom's elements brought the three women outside of Cœur de Lion's house and regrouped them with P-1704 and P-1705, Saint Cyr was not amongst them. Killing of one or more persons"
4219,witness_P,P-1705,9906,*See* paragraph 101 above.,"The Chamber found that after Saint Cyr's beating and maiming, Mr Yekatom's elements took him away. Saint Cyr then died. His relatives have not seen him since and his dead body has not been recovered. When Mr Yekatom's elements brought the three women outside of Cœur de Lion's house and regrouped them with P-1704 and P-1705, Saint Cyr was not amongst them. Killing of one or more persons"
4219,witness_P,P-1705,9907,*See* paragraph 108 above.,"The Chamber found that after Saint Cyr's beating and maiming, Mr Yekatom's elements took him away. Saint Cyr then died. His relatives have not seen him since and his dead body has not been recovered. When Mr Yekatom's elements brought the three women outside of Cœur de Lion's house and regrouped them with P-1704 and P-1705, Saint Cyr was not amongst them. Killing of one or more persons"
4220,,,9908,"[[*Ntaganda* Trial Judgment](http://www.legal-tools.org/doc/80578a/)](http://www.legal-tools.org/doc/80578a/), ICC-01/04-02/06-2359, para. 862; [*Ongwen* Trial Judgment](https://www.legal-tools.org/doc/kv27ul/), ICC-02/04-01/15-1762-Red, para. 2698; ICTY, Trial Chamber II, *Prosecutor v. Zdravko Tolimir*, Judgment, 12 December 2012, IT-05-88/2-T, para. 715.","Recalling that the dead body of the victim need not be recovered in order to establish the fact of death, the Chamber finds that the only reasonable inference in the circumstances discussed above is that Mr Yekatom's elements killed Saint Cyr. On this basis, the Chamber finds that the requirement in respect of the first element of murder as a crime against humanity pursuant to Article 7(1)(a) of the Statute, and of murder as a war crime pursuant to Article 8(2)(c)(i) of the Statute, namely that the perpetrator killed one or more persons, is met. Status of the person(s) killed"
4221,,,9909,*See* paragraph 95 above.,"As regards Saint Cyr's status at the relevant time, the Chamber has considered the circumstances of Saint Cyr's abduction and custody at Yamwara and his status during that time. The Chamber finds that Saint Cyr was a civilian at the time of his abduction. The Chamber recalls that he, along with the other men in this group, was escorting the women, with whom he had familial relations, to find transport to go home. Saint Cyr was not armed at any stage of the events, as shown by no arms being recovered from the group during the two searches, one at the checkpoint and one at Yamwara. Saint Cyr was not carrying out any activities that would have altered his civilian status at the time of his abduction. This conclusion is not affected by Saint Cyr holding a rank within the FACA at the time, or the recovery of the purported 'Seleka card' on him, following a search by Mr Yekatom's element. The Chamber therefore finds that the distinct element of murder as a war crime pursuant to Article 8(2)(c)(i) of the Statute, namely that the person be either hors de combat, or a civilian, medical personnel, or religious personnel taking no active part in the hostilities, is met. ######"
4221,,,9910,"*See* paragraphs 98, 101 above.","As regards Saint Cyr's status at the relevant time, the Chamber has considered the circumstances of Saint Cyr's abduction and custody at Yamwara and his status during that time. The Chamber finds that Saint Cyr was a civilian at the time of his abduction. The Chamber recalls that he, along with the other men in this group, was escorting the women, with whom he had familial relations, to find transport to go home. Saint Cyr was not armed at any stage of the events, as shown by no arms being recovered from the group during the two searches, one at the checkpoint and one at Yamwara. Saint Cyr was not carrying out any activities that would have altered his civilian status at the time of his abduction. This conclusion is not affected by Saint Cyr holding a rank within the FACA at the time, or the recovery of the purported 'Seleka card' on him, following a search by Mr Yekatom's element. The Chamber therefore finds that the distinct element of murder as a war crime pursuant to Article 8(2)(c)(i) of the Statute, namely that the person be either hors de combat, or a civilian, medical personnel, or religious personnel taking no active part in the hostilities, is met. ######"
4221,,,9911,*See* paragraph 101 above.,"As regards Saint Cyr's status at the relevant time, the Chamber has considered the circumstances of Saint Cyr's abduction and custody at Yamwara and his status during that time. The Chamber finds that Saint Cyr was a civilian at the time of his abduction. The Chamber recalls that he, along with the other men in this group, was escorting the women, with whom he had familial relations, to find transport to go home. Saint Cyr was not armed at any stage of the events, as shown by no arms being recovered from the group during the two searches, one at the checkpoint and one at Yamwara. Saint Cyr was not carrying out any activities that would have altered his civilian status at the time of his abduction. This conclusion is not affected by Saint Cyr holding a rank within the FACA at the time, or the recovery of the purported 'Seleka card' on him, following a search by Mr Yekatom's element. The Chamber therefore finds that the distinct element of murder as a war crime pursuant to Article 8(2)(c)(i) of the Statute, namely that the person be either hors de combat, or a civilian, medical personnel, or religious personnel taking no active part in the hostilities, is met. ######"
4221,,,9912,*See* paragraph 98 above.,"As regards Saint Cyr's status at the relevant time, the Chamber has considered the circumstances of Saint Cyr's abduction and custody at Yamwara and his status during that time. The Chamber finds that Saint Cyr was a civilian at the time of his abduction. The Chamber recalls that he, along with the other men in this group, was escorting the women, with whom he had familial relations, to find transport to go home. Saint Cyr was not armed at any stage of the events, as shown by no arms being recovered from the group during the two searches, one at the checkpoint and one at Yamwara. Saint Cyr was not carrying out any activities that would have altered his civilian status at the time of his abduction. This conclusion is not affected by Saint Cyr holding a rank within the FACA at the time, or the recovery of the purported 'Seleka card' on him, following a search by Mr Yekatom's element. The Chamber therefore finds that the distinct element of murder as a war crime pursuant to Article 8(2)(c)(i) of the Statute, namely that the person be either hors de combat, or a civilian, medical personnel, or religious personnel taking no active part in the hostilities, is met. ######"
4222,,,,,"Persecution as a crime against humanity (Count 17)Under Count 17, Mr Yekatom and Mr Ngaïssona are charged with the crime of persecution as a crime against humanity pursuant to Article 7(1)(h) of the Statute, of the persons in Yamwara by targeting them on the basis of political, ethnic and/or religious grounds by virtue of the conduct pertaining to Counts 11 to 16. Recalling of factual findings"
4223,,,9913,*See* paragraph 96 above.,"The Chamber considered the circumstances showing why Mr Yekatom's elements stopped the seven persons at the checkpoint. The Chamber found that when elements from Mr Yekatom's group apprehended these seven persons at a checkpoint led by Alkanto close to the Lapo N'Gomat family house and Yamwara, Alkanto pointed to the women as belonging to the family of Mamour and Michel Djotodia in the presence of the elements in his group. Alkanto's identification of the women being related to Djotodia and Mamour as well as being Muslims, combined with Alkanto's negative feelings centred around a desire for revenge against the women, predisposed Alkanto's group to perceive the seven persons as 'Muslims'."
4224,witness_P,P-1704,9914,*See* paragraph 100 above.,"The Chamber found that, at Yamwara, in Cœur de Lion's presence, elements in Mr Yekatom's group, including Bojos, interrogated P-1704, P-1705, P-1716, and Saint Cyr individually on their identity, ethnicity, and reasons for being there with the women, also demanding the captive men to speak in the dialect associated with their respective ethnicities. When Saint Cyr was unable to do so, elements in Mr Yekatom's group accused him of being 'Goula', and therefore associated with Djotodia."
4224,witness_P,P-1704,9915,*See* paragraph 100 above.,"The Chamber found that, at Yamwara, in Cœur de Lion's presence, elements in Mr Yekatom's group, including Bojos, interrogated P-1704, P-1705, P-1716, and Saint Cyr individually on their identity, ethnicity, and reasons for being there with the women, also demanding the captive men to speak in the dialect associated with their respective ethnicities. When Saint Cyr was unable to do so, elements in Mr Yekatom's group accused him of being 'Goula', and therefore associated with Djotodia."
4224,witness_P,P-1705,9914,*See* paragraph 100 above.,"The Chamber found that, at Yamwara, in Cœur de Lion's presence, elements in Mr Yekatom's group, including Bojos, interrogated P-1704, P-1705, P-1716, and Saint Cyr individually on their identity, ethnicity, and reasons for being there with the women, also demanding the captive men to speak in the dialect associated with their respective ethnicities. When Saint Cyr was unable to do so, elements in Mr Yekatom's group accused him of being 'Goula', and therefore associated with Djotodia."
4224,witness_P,P-1705,9915,*See* paragraph 100 above.,"The Chamber found that, at Yamwara, in Cœur de Lion's presence, elements in Mr Yekatom's group, including Bojos, interrogated P-1704, P-1705, P-1716, and Saint Cyr individually on their identity, ethnicity, and reasons for being there with the women, also demanding the captive men to speak in the dialect associated with their respective ethnicities. When Saint Cyr was unable to do so, elements in Mr Yekatom's group accused him of being 'Goula', and therefore associated with Djotodia."
4224,witness_P,P-1716,9914,*See* paragraph 100 above.,"The Chamber found that, at Yamwara, in Cœur de Lion's presence, elements in Mr Yekatom's group, including Bojos, interrogated P-1704, P-1705, P-1716, and Saint Cyr individually on their identity, ethnicity, and reasons for being there with the women, also demanding the captive men to speak in the dialect associated with their respective ethnicities. When Saint Cyr was unable to do so, elements in Mr Yekatom's group accused him of being 'Goula', and therefore associated with Djotodia."
4224,witness_P,P-1716,9915,*See* paragraph 100 above.,"The Chamber found that, at Yamwara, in Cœur de Lion's presence, elements in Mr Yekatom's group, including Bojos, interrogated P-1704, P-1705, P-1716, and Saint Cyr individually on their identity, ethnicity, and reasons for being there with the women, also demanding the captive men to speak in the dialect associated with their respective ethnicities. When Saint Cyr was unable to do so, elements in Mr Yekatom's group accused him of being 'Goula', and therefore associated with Djotodia."
4225,,,9916,*See* paragraph 101 above.,"The Chamber considered the words used by Cœur de Lion during Saint Cyr's mistreatment. The Chamber found that Cœur de Lion, who was observing Saint Cyr's mistreatment, encouraged the assailants and ordered them to continue, saying, inter alia, that the victims were 'Muslims' and 'Seleka' and to 'do the job properly'."
4226,,,9917,*See* paragraph 104 above.,The Chamber found that Mr Yekatom himself interrogated the female captives about their family background and ethnicity.
4227,,,9918,*See* paragraph 48 above.,"In addition to these findings recalled by the Chamber in respect of Counts 11 to 16, the Chamber further recalls that it found that Mr Yekatom knew that the Anti-Balaka perceived, and himself perceived, the Muslims in the CAR as collectively responsible for, complicit in, or supportive of the violence and abuses committed by the Seleka and that the Anti-Balaka targeted the Muslim civilian population, specifically in the west of the CAR, on this basis. Perpetrator severely deprived, contrary to international law, one or more persons of fundamental rights"
4228,,,9919,"[Yekatom Defence Closing Brief](https://www.legal-tools.org/doc/hoq9zogj/), ICC-01/14-01/18-2737-Corr-Red, para. 665.","The Chamber notes the Yekatom Defence's arguments concerning persecution that the Prosecution has failed to establish that the crimes discriminatorily targeted the Muslim population. As regards the events at Yamwara, the Yekatom Defence argues that the alleged crimes concerned 'suspected or actual Seleka forces and were therefore part of the legitimate aim recognised in the Confirmation Decision'."
4228,,,9920,"[Yekatom Defence Closing Brief](https://www.legal-tools.org/doc/hoq9zogj/), ICC-01/14-01/18-2737-Corr-Red, para. 666.","The Chamber notes the Yekatom Defence's arguments concerning persecution that the Prosecution has failed to establish that the crimes discriminatorily targeted the Muslim population. As regards the events at Yamwara, the Yekatom Defence argues that the alleged crimes concerned 'suspected or actual Seleka forces and were therefore part of the legitimate aim recognised in the Confirmation Decision'."
4229,,,9921,"*See* paragraphs 96-102, 104-105, 107-110 above.","The Chamber recalls that Mr Yekatom's elements severely deprived all seven persons that were apprehended and brought to Yamwara of their physical liberty and did not provide them with any procedural rights for the respective duration. Mr Yekatom's elements deprived the seven persons of their right to liberty and security of person, right against arbitrary arrest and detention and related procedural guarantees, right not be subjected to torture and cruel, inhuman or degrading treatment, and right of all persons deprived of their liberty to be treated with humanity and with respect for their inherent dignity. Saint Cyr was additionally deprived of his right to life. Accordingly, the Chamber finds that Mr Yekatom's elements severely deprived all the seven persons who were apprehended and brought to Yamwara of fundamental rights, contrary to international law. On this basis, the Chamber finds that the requirement is met in respect of the first element of persecution as a crime against humanity, pursuant to Article 7(1)(h) of the Statute. Targeted by reason of identity of a group or collectivity, or group or collectivity targeted as such"
4229,,,9922,"*See* paragraphs 96-102, 104-105, 107-110 above.","The Chamber recalls that Mr Yekatom's elements severely deprived all seven persons that were apprehended and brought to Yamwara of their physical liberty and did not provide them with any procedural rights for the respective duration. Mr Yekatom's elements deprived the seven persons of their right to liberty and security of person, right against arbitrary arrest and detention and related procedural guarantees, right not be subjected to torture and cruel, inhuman or degrading treatment, and right of all persons deprived of their liberty to be treated with humanity and with respect for their inherent dignity. Saint Cyr was additionally deprived of his right to life. Accordingly, the Chamber finds that Mr Yekatom's elements severely deprived all the seven persons who were apprehended and brought to Yamwara of fundamental rights, contrary to international law. On this basis, the Chamber finds that the requirement is met in respect of the first element of persecution as a crime against humanity, pursuant to Article 7(1)(h) of the Statute. Targeted by reason of identity of a group or collectivity, or group or collectivity targeted as such"
4229,,,9923,"*See* paragraphs 96-102, 104-105, 107-110 above.","The Chamber recalls that Mr Yekatom's elements severely deprived all seven persons that were apprehended and brought to Yamwara of their physical liberty and did not provide them with any procedural rights for the respective duration. Mr Yekatom's elements deprived the seven persons of their right to liberty and security of person, right against arbitrary arrest and detention and related procedural guarantees, right not be subjected to torture and cruel, inhuman or degrading treatment, and right of all persons deprived of their liberty to be treated with humanity and with respect for their inherent dignity. Saint Cyr was additionally deprived of his right to life. Accordingly, the Chamber finds that Mr Yekatom's elements severely deprived all the seven persons who were apprehended and brought to Yamwara of fundamental rights, contrary to international law. On this basis, the Chamber finds that the requirement is met in respect of the first element of persecution as a crime against humanity, pursuant to Article 7(1)(h) of the Statute. Targeted by reason of identity of a group or collectivity, or group or collectivity targeted as such"
4229,,,9924,"*See* paragraph 96-102, 104-105, 107-110. *See e.g.* Articles 3, 5, 9, 10, 12, 18 of the UDHR; Articles 7, 9, 10, 18 of the ICCPR.","The Chamber recalls that Mr Yekatom's elements severely deprived all seven persons that were apprehended and brought to Yamwara of their physical liberty and did not provide them with any procedural rights for the respective duration. Mr Yekatom's elements deprived the seven persons of their right to liberty and security of person, right against arbitrary arrest and detention and related procedural guarantees, right not be subjected to torture and cruel, inhuman or degrading treatment, and right of all persons deprived of their liberty to be treated with humanity and with respect for their inherent dignity. Saint Cyr was additionally deprived of his right to life. Accordingly, the Chamber finds that Mr Yekatom's elements severely deprived all the seven persons who were apprehended and brought to Yamwara of fundamental rights, contrary to international law. On this basis, the Chamber finds that the requirement is met in respect of the first element of persecution as a crime against humanity, pursuant to Article 7(1)(h) of the Statute. Targeted by reason of identity of a group or collectivity, or group or collectivity targeted as such"
4229,,,9925,*See* paragraph 101. *See e.g.* Article 3 of the UDHR; Article 6 of the ICCPR.,"The Chamber recalls that Mr Yekatom's elements severely deprived all seven persons that were apprehended and brought to Yamwara of their physical liberty and did not provide them with any procedural rights for the respective duration. Mr Yekatom's elements deprived the seven persons of their right to liberty and security of person, right against arbitrary arrest and detention and related procedural guarantees, right not be subjected to torture and cruel, inhuman or degrading treatment, and right of all persons deprived of their liberty to be treated with humanity and with respect for their inherent dignity. Saint Cyr was additionally deprived of his right to life. Accordingly, the Chamber finds that Mr Yekatom's elements severely deprived all the seven persons who were apprehended and brought to Yamwara of fundamental rights, contrary to international law. On this basis, the Chamber finds that the requirement is met in respect of the first element of persecution as a crime against humanity, pursuant to Article 7(1)(h) of the Statute. Targeted by reason of identity of a group or collectivity, or group or collectivity targeted as such"
4230,,,,,"In respect of the second element of persecution as a crime against humanity, pursuant to Article 7(1)(h) of the Statute, namely that the perpetrator targeted such person or persons by reason of the identity of a group or collectivity or targeted the group or collectivity as such, the Chamber finds that this requirement is met, by virtue of Mr Yekatom's elements perceiving the seven persons as Muslims. The Chamber considers that even though some of these seven persons were not Muslims themselves, however, by virtue of being apprehended together and suspected of being linked to the Seleka, Mr Yekatom's group considered them all to be Muslims."
4231,,,,,"In respect of the third element of persecution as a crime against humanity, pursuant to Article 7(1)(h) of the Statute, namely that such targeting was based on political, racial, national, ethnic, cultural, religious, gender as defined in article 7, paragraph 3, of the Statute, or other grounds that are universally recognised as impermissible under international law, the Chamber finds that this requirement is met, by virtue of such targeting being based on religious grounds. Committed in connection with any act referred to in Article 7(1) of the Statute or any crime within the jurisdiction of the Court"
4232,,,,,"In respect of the fourth element of persecution as a crime against humanity, pursuant to Article 7(1)(h) of the Statute, namely that the conduct was committed in connection with any act referred to in Article 7, paragraph 1 of the Statute or any crime within the jurisdiction of the Court, the Chamber finds that this requirement is met in respect of all the seven persons. The conduct of Mr Yekatom's elements, wherein they severely deprived the seven persons of physical liberty and subjected them to great suffering, or serious injury to body or to mental or physical health, including torture and murder, amounted to acts referred to in article 7, paragraph 1 of the Statute and were linked to the targeting. Individual criminal responsibility ######"
4233,,,,,Mr YekatomThe Chamber now turns to Mr Yekatom's responsibility under Counts 11 to 17. Mr Yekatom is alleged to have committed the aforementioned crime jointly with another or through another under Article 25(3)(a) of the Statute. Recalling of factual findings
4234,,,9926,*See* paragraph 89 above.,"The Chamber considered the setting up of Yamwara as a base for Mr Yekatom's elements. The Chamber found that Mr Yekatom's group established a base at Yamwara at one point in December 2013 following the Bangui Attack. Elements who had not participated in the Bangui Attack joined Mr Yekatom's group at Yamwara after 5 December 2013. Considerable number of elements received accommodation in the school buildings or in provisional shelters around the premises of Yamwara, including Cœur de Lion. When the base at Yamwara was established, Mr Yekatom's group set up checkpoints along its perimeter to monitor passage of vehicles and people, including, at least, one set up by Alkanto close to Yamwara."
4234,,,9927,*See* paragraph 89 above.,"The Chamber considered the setting up of Yamwara as a base for Mr Yekatom's elements. The Chamber found that Mr Yekatom's group established a base at Yamwara at one point in December 2013 following the Bangui Attack. Elements who had not participated in the Bangui Attack joined Mr Yekatom's group at Yamwara after 5 December 2013. Considerable number of elements received accommodation in the school buildings or in provisional shelters around the premises of Yamwara, including Cœur de Lion. When the base at Yamwara was established, Mr Yekatom's group set up checkpoints along its perimeter to monitor passage of vehicles and people, including, at least, one set up by Alkanto close to Yamwara."
4234,,,9928,*See* paragraph 89 above.,"The Chamber considered the setting up of Yamwara as a base for Mr Yekatom's elements. The Chamber found that Mr Yekatom's group established a base at Yamwara at one point in December 2013 following the Bangui Attack. Elements who had not participated in the Bangui Attack joined Mr Yekatom's group at Yamwara after 5 December 2013. Considerable number of elements received accommodation in the school buildings or in provisional shelters around the premises of Yamwara, including Cœur de Lion. When the base at Yamwara was established, Mr Yekatom's group set up checkpoints along its perimeter to monitor passage of vehicles and people, including, at least, one set up by Alkanto close to Yamwara."
4234,,,9929,*See* paragraph 91 above.,"The Chamber considered the setting up of Yamwara as a base for Mr Yekatom's elements. The Chamber found that Mr Yekatom's group established a base at Yamwara at one point in December 2013 following the Bangui Attack. Elements who had not participated in the Bangui Attack joined Mr Yekatom's group at Yamwara after 5 December 2013. Considerable number of elements received accommodation in the school buildings or in provisional shelters around the premises of Yamwara, including Cœur de Lion. When the base at Yamwara was established, Mr Yekatom's group set up checkpoints along its perimeter to monitor passage of vehicles and people, including, at least, one set up by Alkanto close to Yamwara."
4235,,,9930,*See* paragraph 90 above.,"The Chamber considered Mr Yekatom's control of activities at Yamwara. The Chamber found that Mr Yekatom did not live at Yamwara and slept elsewhere close to the airport. Mr Yekatom did regularly visit Yamwara and maintained a constant presence there through his elements. Mr Yekatom was in charge of Yamwara with Cœur de Lion as his deputy. All witnesses who were at Yamwara during the relevant time considered Mr Yekatom to be the 'chief' of all activities at Yamwara. Mr Yekatom was also the overall chief on matters of punishment and enforcing discipline at Yamwara, and his section chiefs also had a responsibility to discipline elements. Mr Yekatom maintained overall control over the activities at Yamwara at all times, including through Cœur de Lion. Mr Yekatom had undisputed authority over Cœur de Lion, Alkanto and Bojos, among others."
4235,,,9931,*See* paragraph 92 above.,"The Chamber considered Mr Yekatom's control of activities at Yamwara. The Chamber found that Mr Yekatom did not live at Yamwara and slept elsewhere close to the airport. Mr Yekatom did regularly visit Yamwara and maintained a constant presence there through his elements. Mr Yekatom was in charge of Yamwara with Cœur de Lion as his deputy. All witnesses who were at Yamwara during the relevant time considered Mr Yekatom to be the 'chief' of all activities at Yamwara. Mr Yekatom was also the overall chief on matters of punishment and enforcing discipline at Yamwara, and his section chiefs also had a responsibility to discipline elements. Mr Yekatom maintained overall control over the activities at Yamwara at all times, including through Cœur de Lion. Mr Yekatom had undisputed authority over Cœur de Lion, Alkanto and Bojos, among others."
4235,,,9932,*See* paragraph 92 above.,"The Chamber considered Mr Yekatom's control of activities at Yamwara. The Chamber found that Mr Yekatom did not live at Yamwara and slept elsewhere close to the airport. Mr Yekatom did regularly visit Yamwara and maintained a constant presence there through his elements. Mr Yekatom was in charge of Yamwara with Cœur de Lion as his deputy. All witnesses who were at Yamwara during the relevant time considered Mr Yekatom to be the 'chief' of all activities at Yamwara. Mr Yekatom was also the overall chief on matters of punishment and enforcing discipline at Yamwara, and his section chiefs also had a responsibility to discipline elements. Mr Yekatom maintained overall control over the activities at Yamwara at all times, including through Cœur de Lion. Mr Yekatom had undisputed authority over Cœur de Lion, Alkanto and Bojos, among others."
